addr1,addr2,areacode,benikia,cat1,cat2,cat3,contentid,contenttypeid,createdtime,firstimage,firstimage2,cpyrhtDivCd,goodstay,hanok,mapx,mapy,mlevel,modifiedtime,tel,title,booktour,sigungucode
인천광역시 중구 용유서로 373-1,,2,,B02,B0201,B02010100,143105,32,20040908090000,http://tong.visitkorea.or.kr/cms/resource/66/1577766_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/66/1577766_image3_1.jpg,Type3,,,126.3717962726,37.4510486109,6,20240521132206,032-751-1177,인천공항비치호텔,,10
인천광역시 중구 눈돌로13번길 8,,2,,B02,B0201,B02011100,2621202,32,20190925223150,,,,,,126.4839348402,37.4941650002,,20210708013142,031-751-3050,인천공항영종게스트하우스(영종게스트하우스),,10
인천광역시 중구 신도시남로149번길 11,,2,,B02,B0201,B02010100,976812,32,20100316231037,http://tong.visitkorea.or.kr/cms/resource/09/1355409_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/09/1355409_image3_1.jpg,Type3,,,126.4891371323,37.4945483804,6,20231006163055,032-752-2066,인천공항호텔(Hotel Incheon Airport),,10
인천광역시 연수구 능허대로 181,,2,,B02,B0201,B02010100,2480245,32,20170209183651,http://tong.visitkorea.or.kr/cms/resource/18/2480218_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/18/2480218_image2_1.jpg,Type3,,,126.6495301303,37.4193404978,6,20240220173348,032-820-0000,인천스테이호텔,,8
인천광역시 부평구 주부토로 12,(부평동) 투엠캐슬906,2,,B02,B0201,B02011100,2621150,32,20190925183002,,,,,,126.7240656385,37.4962551009,,20191113004710,010-8401-8211,인천아웃백 게스트하우스(INCHEON OUTBACK GUESTHOUSE),,6
인천광역시 중구 신도시남로149번길 3,(운서동),2,,B02,B0201,B02010100,137801,32,20031223090000,http://tong.visitkorea.or.kr/cms/resource/37/2372037_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/37/2372037_image2_1.JPG,Type3,,,126.4899065087,37.4944706250,6,20230707161341,032-751-0006,인천에어텔,,10
인천광역시 중구 은하수로29번길 36 (중산동),,2,,B02,B0201,B02010900,3306960,32,20240610174837,,,,,,126.5814843707,37.4903254941,6,20240614090928,,인천영종도 하늘과바다호텔,,10
인천광역시 중구 은하수로29번길 47 (중산동),,2,,B02,B0201,B02010900,3079860,32,20240110133743,,,,,,126.5809232761,37.4915892262,6,20240110133759,,인터내셔널호텔 인천영종,,10
서울특별시 강남구 봉은사로 524,,1,,B02,B0201,B02010100,143038,32,20040428090000,http://tong.visitkorea.or.kr/cms/resource/21/2495421_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/21/2495421_image2_1.jpg,Type3,,,127.0573070288,37.5129313340,6,20231102100053,02-3452-2500,인터컨티넨탈 서울코엑스,,1
강원특별자치도 평창군 대관령면 솔봉로 325,,32,,A02,A0202,A02020200,980192,32,20100319005132,http://tong.visitkorea.or.kr/cms/resource/07/1583607_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/07/1583607_image3_1.jpg,Type3,,,128.6743702048,37.6575030436,6,20240612143404,033-339-0000,인터컨티넨탈 알펜시아 평창 리조트,,15
서울특별시 종로구 필운대로3길 11-1,(누하동),1,,B02,B0201,B02011600,2707445,32,20210227010518,http://tong.visitkorea.or.kr/cms/resource/43/2707643_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/43/2707643_image3_1.jpg,Type3,,,126.9685688087,37.5785387840,,20231218103445,010–2429-0381,일독일박 [한국관광 품질인증/Korea Quality],,23
전북특별자치도 전주시 완산구 최명희길 15,(풍남동3가),37,,B02,B0201,B02011600,2458168,32,20161215192550,http://tong.visitkorea.or.kr/cms/resource/57/2596657_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/57/2596657_image2_1.jpg,Type3,,,127.1528835237,35.8161724961,,20240324201524,010-3655-0456,일락당사랑채 [한국관광 품질인증/Korea Quality],,12
서울특별시 은평구 연서로50길 7-9,,1,,B02,B0201,B02011600,2676001,32,20201013003053,http://tong.visitkorea.or.kr/cms/resource/94/2918294_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/94/2918294_image3_1.jpg,Type3,,,126.9387419724,37.6412920626,6,20231207161250,,일루와유 달보루,,22
경상남도 합천군 대병면 합천호반로 96,,36,,B02,B0201,B02010700,2616093,32,20190820182713,,,,,,128.0273412476,35.5374250600,6,20230125112114,010-5681-1556,일리있는풀빌라,,21
전북특별자치도 부안군 변산면 궁항로 91,,37,,A02,A0202,A02020200,2738704,32,20240118174300,http://tong.visitkorea.or.kr/cms/resource/14/2740614_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/14/2740614_image2_1.png,Type3,,,126.4747688284,35.6034156825,6,20240118174312,,일마레변산리조트,,6
전라남도 순천시 와온1길 45,,38,,B02,B0201,B02011600,2650825,32,20200330232319,http://tong.visitkorea.or.kr/cms/resource/11/2691911_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/11/2691911_image3_1.jpg,Type3,,,127.5279503302,34.8476023095,6,20230223144102,010-9598-1336,일몰이아름다운한옥[한국관광 품질인증/Korea Quality],,11
경상북도 경주시 보문로 365,,35,,A02,A0202,A02020200,138363,32,20041201090000,http://tong.visitkorea.or.kr/cms/resource/01/2378201_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/01/2378201_image2_1.jpg,Type3,,,129.2811558146,35.8486157718,6,20240508112658,통합 1566-8113<br />경주 054-744-1199,일성 경주보문콘도&리조트,,2
경기도 여주시 신륵로 5,,31,,A02,A0202,A02020200,137483,32,20030901090000,http://tong.visitkorea.or.kr/cms/resource/61/2378161_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/61/2378161_image2_1.jpg,Type3,,,127.6507509128,37.3012888556,6,20240223145713,통합 1566-8113<br />남한강 031-883-1199,일성남한강콘도&리조트,,20
전북특별자치도 무주군 무풍면 라제통문로 455,,37,,A02,A0202,A02020200,137762,32,20030901090000,http://tong.visitkorea.or.kr/cms/resource/40/2378140_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/40/2378140_image2_1.jpg,Type3,,,127.8267998592,35.9790269734,6,20240522144520,063-324-3939,일성무주콘도&리조트,,5
경상남도 창녕군 부곡면 온천로 594,,36,,A02,A0202,A02020200,136211,32,20030901090000,http://tong.visitkorea.or.kr/cms/resource/06/2372106_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/06/2372106_image2_1.jpg,Type3,,,128.5878558320,35.4365132329,6,20231016173210,055-536-9870,일성부곡온천콘도&리조트,,15
강원특별자치도 고성군 토성면 고성대로 47-24,,32,,A02,A0202,A02020200,136525,32,20030901090000,http://tong.visitkorea.or.kr/cms/resource/77/1581477_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/77/1581477_image3_1.jpg,Type3,,,128.5036742075,38.2091273990,6,20240621145214,통합 1566-8113<br />설악 033-636-0013,일성설악온천콘도&리조트,,2
전북특별자치도 남원시 산내면 천왕봉로 626-25,,37,,A02,A0202,A02020200,228913,32,20030901090000,http://tong.visitkorea.or.kr/cms/resource/28/2378128_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/28/2378128_image2_1.jpg,Type3,,,127.6207440130,35.4231946571,6,20240508141931,063-636-7000,일성지리산콘도&리조트,,4
제주특별자치도 제주시 한림읍 한림로 127,,39,,B02,B0201,B02010500,3079973,32,20240110141914,,,,,,126.2211270025,33.3856937508,6,20240110141932,,일성콘도 제주비치,,4
전북특별자치도 임실군 강운로 272 필봉문화촌,,37,,B02,B0201,B02011600,1971844,32,20141209052242,http://tong.visitkorea.or.kr/cms/resource/95/3042895_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/95/3042895_image3_1.jpg,Type1,,,127.1546461651,35.5374125147,6,20240627143844,063-643-1902,임실필봉농악보존회 [한국관광 품질인증/Korea Quality],,10
서울특별시 용산구 이태원로 221 임피리얼 팰리스  부티크 호텔,,1,,B02,B0201,B02010100,142771,32,20030506090000,http://tong.visitkorea.or.kr/cms/resource/54/2509254_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/54/2509254_image2_1.jpg,Type3,,,126.9982451030,37.5354165502,6,20240423134809,02-3702-8000,임피리얼 팰리스 부티크 호텔,,21
경상남도 통영시 충렬4길 33-5,(명정동),36,,B02,B0201,B02011600,2570611,32,20181128223504,http://tong.visitkorea.or.kr/cms/resource/79/3070779_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/79/3070779_image3_1.jpg,Type1,,,128.4188336041,34.8465736054,6,20240104134004,010-5092-0588,잊음,,17
충청남도 태안군 이원면 원이로 2535-139,,34,,B02,B0201,B02010700,397738,32,20080119025725,,,,,,126.2926672200,36.9427034231,6,20230426092906,010-9271-6604,자드락[한국관광 품질인증/Korea Quality],,14
경상북도 경주시 보문로 465-20,,35,,B02,B0201,B02010900,137360,32,20021028090000,http://tong.visitkorea.or.kr/cms/resource/18/1885818_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/18/1885818_image3_1.jpg,Type3,,,129.2905135449,35.8410390267,6,20240530112941,054-745-0404<br />054-745-0405,자라모텔,,2
전라남도 목포시 평화로61번길 8,1~7층 (상동),38,,B02,B0201,B02010900,2582557,32,20181225015025,,,,,,126.4314814183,34.7966951534,6,20231019171758,061-283-7559,자라무인텔,,8
전라남도 나주시 반남면 중대길 9-3,,,,B02,B0201,B02011600,3101961,32,20240217101416,,,,,,126.6480567182,34.9117885412,6,20240329152842,010-3621-1828,자미재,,
대구광역시 군위군 삼국유사면 화산산성길 65-1,,4,,B02,B0201,B02011000,3047610,32,20231123183635,http://tong.visitkorea.or.kr/cms/resource/44/3048144_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/44/3048144_image3_1.jpg,Type3,,,128.7799508959,36.1056828105,6,20240607101114,,자연닮은 치유농장,,9
전라남도 여수시 돌산읍 돌산로 3086,,38,,B02,B0201,B02011100,2621735,32,20190930191055,,,,,,127.7629057701,34.6984230861,,20221227185715,010-3628-6337,자연담은(자연담은펜션),,13
충청남도 공주시 계룡면 되찬길 44,,34,,B02,B0201,B02010700,397790,32,20080119030404,http://tong.visitkorea.or.kr/cms/resource/32/1871632_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/32/1871632_image3_1.jpg,Type3,,,127.1621652448,36.3693206352,6,20231110172834,010-3104-3854,자연속으로,,1
경기도 양평군 서종면 중미산로 479,,31,,B02,B0201,B02010700,912224,32,20100105004055,http://tong.visitkorea.or.kr/cms/resource/72/1942872_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/72/1942872_image3_1.jpg,Type3,,,127.3936682884,37.6034130368,6,20230920164847,010-6746-7673,자연쉼터,,19
전라남도 해남군 삼산면 민박촌길 77,,38,,B02,B0201,B02011600,2621263,32,20190926011603,,,,,,126.6055146600,34.5091247685,6,20221227185101,,자연스토리,,23
경기도 양평군 서종면 바치울길 151-12,,31,,B02,B0201,B02010700,697068,32,20090220203406,http://tong.visitkorea.or.kr/cms/resource/18/2613518_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/18/2613518_image2_1.jpg,Type3,,,127.3819906851,37.6341175914,6,20240522142122,010-9085-7324,자연향기펜션,,19
대전광역시 유성구 계룡로 157,,3,,B02,B0201,B02010900,2931419,32,20221122102218,http://tong.visitkorea.or.kr/cms/resource/07/2914507_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/07/2914507_image3_1.jpg,Type3,,,127.3478935188,36.3523369699,6,20240208144841,,자우리호텔,,4
충청남도 당진시 석문면 통정리,,34,,B02,B0201,B02010900,3076517,32,20231109115634,,,,,,126.5919029626,36.9796571009,6,20231228154354,,자우리호텔 당진점,,4
서울특별시 강남구 봉은사로 459,(삼성동),1,,B02,B0201,B02010100,142772,32,20030806090000,http://tong.visitkorea.or.kr/cms/resource/98/1867598_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/98/1867598_image3_1.jpg,Type3,,,127.0497660645,37.5123645973,6,20231213151519,02-546-0225,자이언트 호텔,,1
서울특별시 중구 퇴계로20길 35,(남산동2가),1,,B02,B0201,B02011100,2602460,32,20190521014613,,,,,,126.9843234077,37.5616049239,,20221227171609,02-3672-1976,자자백팩커스,,24
경상남도 고성군 영오면 오서1길 95,,36,,B02,B0201,B02010900,2579955,32,20181219010739,,,,,,128.1903472423,35.0864537629,6,20231218104508,055-674-0041,자자호텔,,3
충청남도 천안시 서북구 성정동,,34,,B02,B0201,B02010900,3074862,32,20231110174116,http://tong.visitkorea.or.kr/cms/resource/20/3036820_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/20/3036820_image3_1.jpg,Type3,,,127.1441210761,36.8274121561,6,20231226152427,,자자호텔,,12
전북특별자치도 전주시 완산구 향교길 97-5 (교동),자하연,,,B02,B0201,B02011600,3102211,32,20240217152449,,,,,,127.1550112156,35.8122146499,6,20240324201547,010-6666-1224,자하연,,
서울특별시 은평구 진관길 11-11,(진관동),1,,B02,B0201,B02011600,2695723,32,20201210033810,,,,,,126.9393002009,37.6431946292,,20201228202246,,자함헌,,22
강원특별자치도 평창군 방림면 월암길 41-7,(계촌리),32,,B02,B0201,B02010700,2759926,32,20211020225205,http://tong.visitkorea.or.kr/cms/resource/44/2764444_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/44/2764444_image2_1.jpg,Type3,,,128.2707097624,37.4598292989,6,20231108164433,,작은통나무집 펜션,,15
경상북도 포항시 북구 흥해읍 해안로 1727,,35,,B02,B0201,B02010700,397820,32,20080119030728,,,,,,129.3960479425,36.1572691748,6,20230905171058,054-262-7002,작은행복,,23
경상북도 안동시 서경지길 70 (태화동),,,,B02,B0201,B02011600,3101955,32,20240217100748,,,,,,128.7149074762,36.5616741484,6,20240329154734,"0507-1419-1071, 010-6533-1033",잔잔하루,,
서울특별시 송파구 올림픽로8길 19,(잠실동),1,,B02,B0201,B02010900,2541308,32,20180402190426,http://tong.visitkorea.or.kr/cms/resource/03/2541303_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/03/2541303_image2_1.jpg,Type3,,,127.0805827674,37.5101320772,6,20240229173248,02-415-0550,잠실 상주호텔,,18
경상북도 영양군 석보면 두들마을1길 42,,35,,B02,B0201,B02011600,2598962,32,20190424201717,,,,,,129.1262931487,36.5643649863,,20240324201850,054-680-6444,장계향문화체험교육원,,13
충청남도 태안군 안면읍 해안관광로 510-5,,34,,B02,B0201,B02010700,1279457,32,20110516201203,,,,,,126.3302298888,36.5444305719,6,20230912145012,010-7176-1321,장꽁펜션,,14
경기도 가평군 설악면 미사리로 914,,31,,B02,B0201,B02011600,2621417,32,20190926221131,,,,,,127.5532335093,37.7273737913,,20231019140931,010-5359-7780,장락원(장락원전통한옥펜션),,1
충청북도 옥천군 장령산로 519,,33,,B02,B0201,B02010700,2854488,32,20220915172820,http://tong.visitkorea.or.kr/cms/resource/86/2721486_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/86/2721486_image2_1.JPG,Type3,,,127.5530058643,36.2457611314,6,20240529101827,,장령산자연휴양림,,5
충청남도 태안군 안면읍 꽃지2길 58-16,,34,,B02,B0201,B02010700,1275586,32,20110512013304,,,,,,126.3407414155,36.4922173140,6,20240604142045,010-3425-5865,장미빛인생,,14
인천광역시 강화군 송해면 강화대로833번길 44-30,,2,,B02,B0201,B02011600,2050339,32,20151216195338,http://tong.visitkorea.or.kr/cms/resource/78/2050278_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/78/2050278_image2_1.jpg,Type3,,,126.4469446583,37.7626608462,6,20221206111903,010-7155-3585,장보고한옥펜션,,1
충청남도 태안군 태안읍 삼한길 4,,34,,B02,B0201,B02010900,137096,32,20030613090000,http://tong.visitkorea.or.kr/cms/resource/31/711031_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/31/711031_image3_1.jpg,Type3,,,126.2788788942,36.7590966216,6,20231213155546,041-672-3038,장산모텔,,14
경기도 양평군 개군면 여양로 2114,,31,,B02,B0201,B02010100,2624218,32,20191012021644,,,,,,127.5402771271,37.4134349676,,20230610085454,010-5281-3992,장연 한옥체험센터(양평이포한옥),,19
충청남도 홍성군 구항면 거북로 422-41,,34,,B02,B0201,B02011600,2624231,32,20191012022242,,,,,,126.6120509347,36.5725377260,,20191114182354,010-5409-9129,장충영각,,15
전라남도 장흥군 안양면 비동동촌길 46,,38,,B02,B0201,B02010700,2569986,32,20181127024803,http://tong.visitkorea.or.kr/cms/resource/12/2568012_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/12/2568012_image2_1.jpg,Type3,,,126.9659706476,34.6741983379,,20200428014502,010-9175-4269,장흥 달바위펜션(Full Moon 달바위펜션),,20
경기도 남양주시 다산동,,31,,B02,B0201,B02010100,3085197,32,20230921121149,http://tong.visitkorea.or.kr/cms/resource/75/3085175_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/75/3085175_image3_1.JPG,Type3,,,127.1524813185,37.6237562868,6,20240122175339,,저스트스위트호텔 다산로데오점,,9
경기도 김포시 김포한강9로75번길 72,,31,,B02,B0201,B02010100,2874896,32,20221025144952,http://tong.visitkorea.or.kr/cms/resource/83/2874883_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/83/2874883_image3_1.jpg,Type3,,,126.6216514362,37.6433945010,6,20240130160904,,저스트슬립호텔 김포구래1호점,,8
경기도 남양주시 다산동,,31,,B02,B0201,B02010100,3077873,32,20230921095610,,,,,,127.1521341426,37.6232341190,6,20240102154522,,저스트슬립호텔 다산신도시점,,9
대전광역시 유성구 온천로101번길 10-1 (봉명동),,3,,B02,B0201,B02010100,3085028,32,20231114113459,http://tong.visitkorea.or.kr/cms/resource/26/3084426_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/26/3084426_image3_1.JPG,Type3,,,127.3495516357,36.3548533784,6,20240122171451,,저스트슬립호텔 유성온천점,,4
경기도 동두천시 중앙로 110-9 한스빌딩,,31,,B02,B0201,B02010100,2853207,32,20220914124033,,,,,,127.0530576948,37.8916899579,6,20240201174442,,저스트슬립호텔 지행역점,,10
경상남도 남해군 서면 남서대로 1803-18,,36,,B02,B0201,B02010700,2801935,32,20211220230930,,,,,,127.8290414344,34.8159749603,6,20240613141316,,적정온도,,5
전라남도 구례군 토지면 섬진강대로 4310-35,,38,,B02,B0201,B02010700,1347536,32,20110802034723,,,,,,127.6006987229,35.2032857905,6,20230822155136,010-6354-3049,전망좋은집,,5
경상남도 통영시 산양읍 산양일주로 1514,,36,,B02,B0201,B02010700,2579287,32,20181218015359,,,,,,128.3846435463,34.7928456696,6,20240214103918,010-2524-8431,전망좋은펜션,,17
전북특별자치도 전주시 덕진구 가리내로 29-2,,37,,B02,B0201,B02010900,2040229,32,20240118174300,,,,,,127.1326904135,35.8338756866,6,20240118174312,063-251-5436,전주 아리울모텔,,12
전북특별자치도 전주시 덕진구 산정2길 12-7,(산정동),37,,B02,B0201,B02010500,2666854,32,20240118174300,,,,,,127.1694037089,35.8378397622,6,20240118174312,063-245-8147,전주 카누호텔,,12
전북특별자치도 전주시 완산구 간납로 10,,37,,B02,B0201,B02011600,2736325,32,20210824235200,http://tong.visitkorea.or.kr/cms/resource/01/2813401_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/01/2813401_image2_1.jpg,Type3,,,127.1557499224,35.8166641567,6,20240118110942,010-2625-4336,전주 한옥마을 덕수궁[한국관광 품질인증/Korea Quality],,12
전북특별자치도 전주시 완산구 기린대로 74-9,,37,,B02,B0201,B02011000,2719855,32,20210607201231,http://tong.visitkorea.or.kr/cms/resource/03/2719903_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/03/2719903_image2_1.jpg,Type3,,,127.1553194224,35.8160114450,6,20240417102059,,전주 한옥마을 백년한옥,,12
전북특별자치도 전주시 완산구 은행로 56-1,(풍남동3가),37,,B02,B0201,B02011600,2610985,32,20240118174300,,,,,,127.1521919487,35.8150226150,,20240118174312,010-8669-6700,전주 한옥숙박 체험관,,12
전북특별자치도 전주시 완산구 은행로 56-1,,37,,B02,B0201,B02011600,2531417,32,20240118174300,http://tong.visitkorea.or.kr/cms/resource/90/2531490_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/90/2531490_image2_1.jpg,Type3,,,127.1521863940,35.8150142818,6,20240118174312,010-8669-6700,전주 한옥숙박체험관[한국관광 품질인증/Korea Quality],,12
전북특별자치도 전주시 완산구 전주객사4길 87-34,(고사동),37,,B02,B0201,B02011100,2635946,32,20240118174300,,,,,,127.1416454953,35.8215161374,,20240118174312,010-6621-8782,전주게스트하우스 고사동,,12
전북특별자치도 전주시 완산구 풍남문2길 98-6 (전동3가),,,,B02,B0201,B02011600,3101967,32,20240217103422,,,,,,127.1446732030,35.8139114999,6,20240329152440,063-283-2100,전주하숙,,
전북특별자치도 전주시 완산구 빙고리3길 5,(서완산동1가),37,,B02,B0201,B02011100,2621378,32,20190926182343,,,,,,127.1380071621,35.8126448613,,20240118102834,010-2030-2345,전주한옥고희,,12
전북특별자치도 전주시 완산구 전주천동로 80-13,(교동),37,,B02,B0201,B02011600,2594216,32,20240118174300,http://tong.visitkorea.or.kr/cms/resource/43/2594443_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/43/2594443_image2_1.png,Type3,,,127.1520809434,35.8113591408,,20240118174312,010-9494-4579,전주한옥마당 [한국관광 품질인증/Korea Quality],,12
전북특별자치도 전주시 완산구 오목대길 56,(교동),37,,B02,B0201,B02011100,2570724,32,20240118174300,http://tong.visitkorea.or.kr/cms/resource/02/2568902_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/02/2568902_image2_1.jpg,Type3,,,127.1533030099,35.8131534026,,20240118174312,010-9663-2109,전주한옥마을 산아래(전주한옥마을산아래),,12
전북특별자치도 전주시 완산구 전주천동로 58-5,(교동),37,,B02,B0201,B02011600,2613676,32,20240118174300,,,,,,127.1540974273,35.8114897163,,20240118174312,010-8131-4040,전주한옥숙박 사랑루,,12
전북특별자치도 완주군 대아저수로 416 완주전통문화체험장,,37,,B02,B0201,B02011600,2583187,32,20240118174300,,,,,,127.2609637871,35.9892268998,6,20240118174312,,전통문화체험장,,8
전북특별자치도 전주시 완산구 기린대로 78-3,(풍남동3가),37,,B02,B0201,B02011600,2594218,32,20190402022143,http://tong.visitkorea.or.kr/cms/resource/62/2594362_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/62/2594362_image2_1.jpg,Type3,,,127.1551360966,35.8163475155,,20240118103215,010-3677-1928,정가한옥 [한국관광 품질인증/Korea Quality],,12
강원특별자치도 평창군 용평면 금당계곡로 2010-13,,32,,B02,B0201,B02011600,2046122,32,20151207234051,http://tong.visitkorea.or.kr/cms/resource/00/3070800_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/00/3070800_image3_1.jpg,Type1,,,128.4080718556,37.5702080349,6,20240619104648,033-333-1011,정강원 관광농원,,15
전라남도 장흥군 장평면 제산기동로 326,,38,,A02,A0202,A02020200,2370269,32,20160225224641,http://tong.visitkorea.or.kr/cms/resource/60/2370260_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/60/2370260_image2_1.jpg,Type3,,,126.9708142811,34.8027423162,6,20231006171543,061-860-9000,정남진 골프리조트,,20
전라남도 장흥군 부산면 심천공원길 25-27,,38,,A02,A0202,A02020200,2370865,32,20160226191903,http://tong.visitkorea.or.kr/cms/resource/60/2370860_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/60/2370860_image2_1.JPG,Type3,,,126.8933973770,34.7505802141,6,20230824113306,061-862-5250,정남진리조트,,20
충청남도 당진시 송악읍 한진포구길 55-3,,34,,B02,B0201,B02010900,137341,32,20021028090000,http://tong.visitkorea.or.kr/cms/resource/61/1964761_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/61/1964761_image3_1.jpg,Type3,,,126.7824275942,36.9712336272,6,20240611113506,041-356-6220~1,정다운모텔,,4
강원특별자치도 강릉시 강동면 율곡로 1134,,32,,B02,B0201,B02010700,1874470,32,20131220190314,,,,,,129.0309260639,37.6880258866,6,20240613155042,033-646-3600,정동진 백악관,,1
강원특별자치도 강릉시 강동면 헌화로 950-39,,32,,B02,B0201,B02010500,584282,32,20080708222758,http://tong.visitkorea.or.kr/cms/resource/34/3069134_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/34/3069134_image3_1.jpg,Type3,,,129.0441027938,37.6836377628,6,20240604145929,033-610-7000,정동진 썬크루즈리조트,,1
강원특별자치도 강릉시 강동면 율곡로 1455,(강동면),32,,B02,B0201,B02010100,1830250,32,20130725000021,http://tong.visitkorea.or.kr/cms/resource/38/2686538_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/38/2686538_image3_1.jpg,Type3,,,129.0114494031,37.7085036951,6,20230702182432,033-644-3422,정동캐슬[한국관광 품질인증/Korea Quality],,1
강원특별자치도 정선군 정선읍 병방치길 35-18,정선황토펜션,32,,B02,B0201,B02010700,2913796,32,20221107191156,http://tong.visitkorea.or.kr/cms/resource/00/2921000_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/00/2921000_image3_1.jpg,Type3,,,128.6460118558,37.3753073000,6,20230702111237,,정선황토펜션,,11
서울특별시 용산구 효창원로8길 16,"(원효로4가,한성 한강수 아파트)",1,,B02,B0201,B02011100,2706777,32,20210223010932,http://tong.visitkorea.or.kr/cms/resource/26/2566826_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/26/2566826_image2_1.jpg,Type3,,,126.9512744253,37.5338797749,,20230413220604,070-7566-2043,정스패밀리 [한국관광 품질인증/Korea Quality],,21
경기도 광주시 퇴촌면 갈올길11번길 38,,31,,B02,B0201,B02010700,397938,32,20080119032335,http://tong.visitkorea.or.kr/cms/resource/38/1958638_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/38/1958638_image3_1.jpg,Type3,,,127.3354528994,37.4529322112,6,20240522100801,010-2679-8199,정온펜션,,5
강원특별자치도 삼척시 근덕면 용화안길 225-1,,32,,B02,B0201,B02010700,2913763,32,20221107190905,http://tong.visitkorea.or.kr/cms/resource/60/2920860_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/60/2920860_image3_1.jpg,Type3,,,129.2965620555,37.2806502327,6,20230702183302,,정원가든 애견동반펜션,,4
전라남도 여수시 학동서4길 39 (학동),,,,B02,B0201,B02010700,3102124,32,20240217130442,,,,,,127.6580577260,34.7637250705,6,20240329145221,"0507-1375-7527, 010-5691-7527",정원이예쁜 독채 펜션,,
강원특별자치도 강릉시 주문진읍 신리천로 1191-15,,32,,B02,B0201,B02011000,2635939,32,20191115181906,,,,,,128.7098657445,37.8794835857,,20230702111344,010-7229-3984,정원펜션캠핑(정원펜션캠핑장),,1
경상북도 안동시 임동면 경동로 2661-8,(임동면),35,,B02,B0201,B02011600,1883070,32,20140108200454,http://tong.visitkorea.or.kr/cms/resource/43/3010243_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/43/3010243_image3_1.jpg,Type1,,,128.9155786292,36.5593226556,6,20231024132323,054-822-6205,정재종택[한국관광 품질인증/Korea Quality],,11
충청남도 공주시 웅진로 145-11,,34,,B02,B0201,B02010700,2854844,32,20220916164006,,,,,,127.1235997777,36.4531797928,6,20240118172716,,정중동호스텔,,1
강원특별자치도 횡성군 둔내면 산촌2길 60,,32,,B02,B0201,B02010700,138696,32,20060523090000,http://tong.visitkorea.or.kr/cms/resource/98/1848198_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/98/1848198_image3_1.jpg,Type3,,,128.2134529072,37.4903913530,6,20240604144402,033-345-7276,제너두,,18
